Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,CO2_Emissions_MT_Log,Total_Precipitation_mm_Log,Economic_Impact_Million_USD_Log,Temp_Precip_Ratio,Yield_Temp_Ratio,CO2_Temp_Ratio,EconomicImpact_per_CO2,Temp_Squared,Soil_Health_Squared,Climate_Efficiency,Yield_per_CO2,Weather_Region_Norm,Temperature_Binned,Precipitation_Binned,Climate_Zone,Country_Encoded,Region_Encoded,Crop_Type_Encoded,Adaptation_Strategies_Encoded,Temperature_Binned_Encoded,Precipitation_Binned_Encoded,Climate_Zone_Encoded,Cluster
1994,Nigeria,North West,Soybeans,26.27,797.71,16.09,1.539,8,20.63,28.05,69.24,35.59,Crop Rotation,596.2,2.8384934971274993,6.682997926190526,6.392252065665035,3.930870589836401,0.05858393604872478,0.1080507612153597,2.2519875673958283,690.1129,1266.6481000000003,0.07344014246872269,0.5421890173634142,1.2901649358582772,Hot,Dry,Hot-Dry,7,10,6,0,2,0,12,0
2024,Australia,New South Wales,Sugarcane,30.48,1413.98,19.24,2.259,9,62.04,0.87,13.89,40.57,Drought-resistant Crops,842.21,3.0076608444192647,7.25487067570183,6.737216037299317,4.2013154144958476,0.07411417322834646,0.09867653689039582,2.2400185346031507,929.0304,1645.9249,0.05241529104255114,0.751082025818034,1.542857142857143,Very Hot,Very Wet,Very Hot-Very Wet,1,7,7,1,6,4,40,0
2012,Australia,Queensland,Fruits,2.38,1709.47,22.6,1.269,4,83.82,28.21,1.47,33.59,Crop Rotation,563.23,3.1612467120315646,7.444523465532489,6.335461969788099,0.31969809901455715,0.5331932773109244,1.3282549210216659,2.00410235166892,5.6644,1128.2881000000002,0.3119056065979071,0.4014239050594319,0.6579973992197659,Very Cold,Extremely Wet,Very Cold-Extremely Wet,1,22,4,0,5,1,31,0
2003,USA,West,Wheat,23.3,1393.78,4.4,2.04,9,91.81,16.3,55.36,67.26,Drought-resistant Crops,204.31,1.6863989535702286,7.240491975725362,5.324521032044673,3.218013372311731,0.08755364806866953,0.07237763749228449,3.1573317931514824,542.89,4523.9076000000005,0.06281740882253263,1.2096781699734647,1.469504447268107,Warm,Wet,Warm-Wet,9,31,9,1,7,5,47,0
2015,France,Grand Est,Wheat,7.13,707.63,14.46,0.68,1,11.01,3.02,69.77,39.96,Water Management,284.61,2.738256043159276,6.563333528537727,5.654627243858056,1.086338210453328,0.09537166900420758,0.38404713087787884,2.0650469330596284,50.8369,1596.8016,0.1347761810610172,0.24833324177217803,0.17553559087767798,Very Cold,Dry,Very Cold-Dry,5,3,9,4,5,0,30,0
2013,Canada,Quebec,Vegetables,15.12,280.37,19.01,2.835,4,83.26,16.72,84.38,74.7,Drought-resistant Crops,406.88,2.996232148595642,5.639670529188956,6.010973013496025,2.68100767974728,0.1875,0.19816350189124618,2.006177330522742,228.6144,5580.09,0.6687591397082427,0.9461883657208562,0.6520198440822111,Cold,Very Dry,Cold-Very Dry,3,21,8,1,0,3,3,0
1992,Russia,Volga,Soybeans,25.63,2842.68,12.67,1.21,3,77.68,6.42,41.27,98.81,Water Management,348.39,2.6152036507358583,7.9528542670116815,5.85618877679811,3.2227423186053903,0.04721030042918455,0.102036818210529,2.2392859443853683,656.8969,9763.4161,0.016607673191912052,0.4626790726831288,0.5127701375245579,Hot,Extremely Wet,Hot-Extremely Wet,8,30,6,4,2,1,13,0
2012,Australia,Victoria,Barley,-1.24,2624.4,29.25,2.4480000000000004,7,23.11,21.03,93.14,82.3,Water Management,1170.13,3.4094961844768505,7.872988544369307,7.065724373661321,-0.15750054671257424,-1.9741935483870972,-2.7495936971587502,2.072366118440305,1.5376,6773.29,-0.7522456745873712,0.7179946442367463,1.1524141942990112,Very Cold,Extremely Wet,Very Cold-Extremely Wet,1,29,0,4,5,1,31,1
1999,India,Punjab,Barley,21.03,2114.27,4.47,2.84,4,85.91,48.25,31.54,77.9,No Adaptation,761.14,1.6992786164338898,7.656937742907056,6.636130265845022,2.7465287959904043,0.1350451735615787,0.08080259707246265,3.905263210909828,442.26090000000005,6068.410000000001,0.06387319195825447,1.6712974391215671,0.7133126934984519,Moderate,Extremely Wet,Moderate-Extremely Wet,6,20,0,2,4,1,25,0
1996,France,Nouvelle-Aquitaine,Fruits,17.71,678.53,10.24,3.87,9,34.37,14.81,73.94,75.55,Drought-resistant Crops,758.54,2.419478844465545,6.521401382726986,6.632712986876792,2.7156739726077705,0.21852060982495763,0.13661653554294437,2.741380856480246,313.64410000000004,5707.8025,0.32205003437572055,1.5995180155645754,1.5079787234042552,Cool,Dry,Cool-Dry,5,14,4,1,1,0,6,0
2001,Canada,Ontario,Barley,-3.68,2468.6,29.73,2.583,6,66.93,45.28,92.07,72.28,Organic Farming,975.34,3.425239376142393,7.81181147318795,6.883810886405345,-0.47108151708866264,-0.7019021739130435,-0.9322707021477444,2.006499592918484,13.5424,5224.3984,-0.2843320804962503,0.7528952398654349,1.0043559427504667,Very Cold,Extremely Wet,Very Cold-Extremely Wet,3,15,0,3,5,1,31,0
2003,China,East,Cotton,30.32,1296.99,25.21,3.078,3,56.1,34.24,68.83,95.32,Water Management,995.21,3.266141017335315,7.1685721930741115,6.903958078733752,4.22957308420407,0.10151715039577835,0.10772232906778743,2.1137966922096814,919.3024,9085.902399999999,0.07827134395467843,0.9423965418710517,0.5058678196417542,Very Hot,Wet,Very Hot-Wet,4,2,3,4,6,5,41,0
2001,India,Maharashtra,Sugarcane,7.91,260.28,3.11,2.646,7,40.03,18.15,88.97,58.41,Drought-resistant Crops,762.08,1.4134230285081433,5.565592629222155,6.637362875067317,1.4212322976116738,0.3345132743362832,0.17868811991253392,4.6959492955714754,62.5681,3411.7281,1.2852054492711051,1.8720510042862624,1.245571658615137,Very Cold,Very Dry,Very Cold-Very Dry,6,5,7,1,5,3,33,0
2023,USA,West,Corn,31.89,2446.15,9.26,2.73,6,35.41,19.25,90.97,31.26,Organic Farming,581.21,2.3282528397426234,7.802679361114401,6.366831207392114,4.087057602152369,0.08560677328316087,0.07300886922993488,2.734596130932212,1016.9721000000001,977.1876000000001,0.03499653467005737,1.1725530635675236,0.9796696315120712,Very Hot,Extremely Wet,Very Hot-Extremely Wet,9,31,2,3,6,1,37,0
2021,Russia,Central,Rice,33.51,282.04,21.04,1.854,8,46.51,2.63,62.44,91.71,No Adaptation,323.48,3.092858984284714,5.645588230411475,5.782223900962764,5.433946483181139,0.05532676812891675,0.09229659756146565,1.8695401020037195,1122.9200999999998,8410.7241,0.19616638820350568,0.5994453705844514,1.3140641522735284,Very Hot,Very Dry,Very Hot-Very Dry,8,1,5,2,6,3,39,0
1994,Russia,Central,Cotton,13.44,2323.45,19.85,2.772,3,56.67,8.13,11.67,38.22,Drought-resistant Crops,1008.66,3.0373539482448106,7.751238730897145,6.917368919498108,1.7339164057000247,0.20625,0.22599359733964366,2.277432606593457,180.63359999999997,1460.7684,0.08876885665712625,0.9126364747848533,0.49277405710257316,Very Cold,Extremely Wet,Very Cold-Extremely Wet,8,1,3,1,5,1,31,0
2005,China,Central,Vegetables,3.07,385.12,13.77,1.4580000000000002,0,13.89,39.7,32.05,96.24,Water Management,585.99,2.6925980965432883,5.956148201980414,6.375007783907858,0.5154337830242752,0.4749185667752444,0.8770677838903219,2.36760465369562,9.4249,9262.137599999998,1.2331703541110417,0.5414844502310819,0.0,Very Cold,Very Dry,Very Cold-Very Dry,4,1,8,4,5,3,33,0
2024,China,South,Cotton,32.46,1339.27,13.36,1.16,5,76.19,4.23,98.66,95.7,Organic Farming,204.11,2.664446563620078,7.200626365185376,5.323546420593813,4.507941164249583,0.035736290819470114,0.0820839976469525,1.997993314364286,1053.6516000000001,9158.49,0.026683410230551055,0.43536245606815765,0.8462401795735129,Very Hot,Wet,Very Hot-Wet,4,24,3,3,6,5,41,0
2005,France,Ile-de-France,Sugarcane,1.78,2812.81,26.82,1.0080000000000002,0,35.65,18.07,38.04,54.07,Drought-resistant Crops,173.76,3.325755186495297,7.9422947158496555,5.163413604083235,0.22411658893088282,0.5662921348314608,1.8684017901658971,1.55255372525615,3.1684,2923.5649,0.20132612399396363,0.30308905601143704,0.0,Very Cold,Extremely Wet,Very Cold-Extremely Wet,5,4,7,1,5,1,31,0
2002,USA,South,Corn,18.19,322.81,1.37,3.168,4,48.23,35.3,77.11,51.56,Water Management,364.52,0.8628899551470399,5.780156924027929,5.9013209972550165,3.146973384820185,0.17416162726772952,0.04743760061281143,6.839019230730769,330.87610000000006,2658.4336000000003,0.5395174476247003,3.6713835653124045,0.6769921436588103,Cool,Very Dry,Cool-Very Dry,9,24,2,4,1,3,9,0
2006,India,Tamil Nadu,Soybeans,11.97,2357.77,12.71,3.77,4,12.49,9.24,26.06,62.13,No Adaptation,1240.46,2.6181254935742233,7.765895575714115,7.124043385339364,1.5413547456694068,0.31495405179615704,0.21872393430026926,2.721047330551651,143.2809,3860.1369000000004,0.13358132972942954,1.4399615332622029,0.6784741144414169,Very Cold,Extremely Wet,Very Cold-Extremely Wet,6,28,6,2,5,1,31,0
1991,USA,West,Rice,13.17,1080.14,10.36,1.53,0,54.11,38.04,91.82,52.73,Crop Rotation,403.39,2.4300984132930052,6.985771318966778,6.0023797588484875,1.8852606818437756,0.1161731207289294,0.1845177231050118,2.4700150932219715,173.4489,2780.4528999999998,0.10755376222427591,0.629604131104596,0.0,Very Cold,Moderate,Very Cold-Moderate,9,31,5,0,5,2,32,0
2015,Canada,Prairies,Vegetables,28.84,982.75,17.86,1.278,1,19.99,14.64,57.22,93.2,No Adaptation,499.71,2.937043277205311,6.891371799731613,6.216027091175606,4.184943265014838,0.04431345353675451,0.10183922597799276,2.116423390631939,831.7456,8686.24,0.04509127808369831,0.4351314840740301,0.1600790513833992,Very Hot,Moderate,Very Hot-Moderate,3,18,8,2,6,2,38,0
1994,Canada,Ontario,Rice,33.09,1556.6,21.11,2.286,2,90.88,38.07,18.63,63.53,No Adaptation,980.96,3.096029994869355,7.35090145405799,6.8895505743272905,4.501488723091643,0.06908431550317316,0.0935639164360639,2.225285473895421,1094.9481000000003,4036.0609,0.04438154664215159,0.7383649395478366,0.33478531425015556,Very Hot,Very Wet,Very Hot-Very Wet,3,15,5,2,6,4,40,0
2017,Brazil,South,Soybeans,33.08,1228.4,14.3,1.19,8,98.19,8.77,73.72,61.44,Crop Rotation,288.69,2.72785282839839,7.114281524472909,5.668811385712148,4.649801935192728,0.035973397823458285,0.08246229831917745,2.078122150394928,1094.2864,3774.8736,0.02928475889242778,0.4362405433355755,1.3539842873176207,Very Hot,Wet,Very Hot-Wet,2,24,6,0,6,5,41,0
1994,Russia,Volga,Coffee,30.25,730.03,23.01,1.791,9,92.69,45.77,86.82,78.63,Drought-resistant Crops,396.7,3.178470410233162,6.594454498579357,5.985697952213645,4.5871876144595065,0.05920661157024793,0.10507340199117891,1.8832007788848832,915.0625,6182.6768999999995,0.08110161441344595,0.5634785820984308,1.538310412573674,Very Hot,Dry,Very Hot-Dry,8,30,1,1,6,0,36,0
2015,France,Provence-Alpes-Cote d’Azur,Sugarcane,4.15,818.44,16.53,0.684,6,60.71,26.53,98.93010000000001,77.97,Crop Rotation,136.6,2.863913698933143,6.708621180128279,4.924350925499243,0.6186069966646478,0.16481927710843372,0.6900996864899139,1.7194480850919662,17.222500000000004,6079.3209,0.20138223584921772,0.2388340124406688,1.0567164179104478,Very Cold,Moderate,Very Cold-Moderate,5,19,7,0,5,2,32,0
1990,USA,Northeast,Soybeans,16.87,695.72,9.83,2.08,10,19.42,29.97,53.86,76.2,Organic Farming,507.9,2.382320061012899,6.546383608384485,6.232251533594787,2.576995331955986,0.12329579134558387,0.1412163640197332,2.616042922018211,284.59690000000006,5806.4400000000005,0.17722042106822267,0.8730984698653964,1.6451542332093634,Cold,Dry,Cold-Dry,9,11,6,3,0,0,0,0
2011,Canada,Quebec,Cotton,15.1,2677.61,18.98,4.014,10,19.52,18.98,23.82,66.14,Crop Rotation,584.27,2.9947317732204075,7.893053282239564,6.37207327921728,1.9130746315848441,0.26582781456953647,0.19832660749804024,2.1277609354526676,228.01,4374.4996,0.09927801829599397,1.340353762528627,1.630049610205528,Cold,Extremely Wet,Cold-Extremely Wet,3,21,3,0,0,1,1,0
2017,Australia,Queensland,Cotton,-4.0,2417.53,12.52,0.56,1,37.5,32.32,50.11,37.55,Crop Rotation,269.73,2.604170070614818,7.790915196568986,5.601122014269927,-0.5134185007894254,-0.14,-0.6510425176537045,2.1508280420977113,16.0,1410.0024999999998,-0.0579103465106948,0.21503971891812343,0.16449934980494146,Very Cold,Extremely Wet,Very Cold-Extremely Wet,1,22,3,0,5,1,31,0
2020,Russia,Northwestern,Sugarcane,5.96,468.59,24.24,2.313,1,56.87,46.02,90.1,49.73,No Adaptation,1000.45,3.228430037673012,6.151859973568241,6.9092042287472415,0.9688126884564056,0.3880872483221477,0.5416828922270155,2.140112732232927,35.5216,2473.0728999999997,0.8282021560898605,0.7164473050396856,0.17461538461538462,Very Cold,Very Dry,Very Cold-Very Dry,8,13,7,2,5,3,33,0
2003,Nigeria,North West,Soybeans,3.82,2510.19,9.74,1.23,6,63.45,2.48,92.73,93.31,Water Management,167.84,2.3739750890807185,7.828512023359892,5.128951520914298,0.4879599071447178,0.32198952879581155,0.6214594474033295,2.1604908764650927,14.5924,8706.7561,0.12827297088898115,0.5181183263706008,0.9676237018937079,Very Cold,Extremely Wet,Very Cold-Extremely Wet,7,10,6,4,5,1,31,0
2019,Russia,Siberian,Cotton,-4.56,1215.73,10.54,2.7,7,71.16,16.93,91.98,50.26,Organic Farming,1207.67,2.4458192610799534,7.103922211348144,7.097275860502784,-0.6280207813814291,-0.5613305613305614,-0.5084863328648552,2.9017989895823195,23.136099999999995,2526.0676,-0.46172304815260085,1.1039245797777442,1.2084210526315788,Very Cold,Wet,Very Cold-Wet,8,23,3,3,5,5,35,0
2021,France,Nouvelle-Aquitaine,Sugarcane,22.56,905.9,4.73,1.98,5,33.5,38.1,37.98,62.76,Drought-resistant Crops,398.24,1.7457155307266483,6.810032190453522,5.9895627398183855,3.3127596711841076,0.08776595744680851,0.07738100756767058,3.431007305826769,508.95359999999994,3938.8176,0.09688261115664921,1.1342054104174875,0.8377659574468085,Moderate,Moderate,Moderate-Moderate,5,14,7,1,4,2,26,0
2014,Australia,Western Australia,Coffee,19.47,1972.06,8.63,3.51,9,65.27,31.01,77.99,73.98,Crop Rotation,560.87,2.2648832258100344,7.587340916102545,6.331270506409872,2.566116405640742,0.1802773497688752,0.11632682207550255,2.7954070365572585,379.08089999999993,5473.040400000001,0.09141575295319371,1.5497487729172659,1.4591009579955785,Mild,Extremely Wet,Mild-Extremely Wet,1,33,1,0,3,1,19,0
2010,Russia,Volga,Soybeans,12.26,1732.43,23.82,3.717,4,35.11,7.49,81.81,87.01,Crop Rotation,1455.11,3.211649779776461,7.4578573835771325,7.283523775353465,1.643903787567407,0.3031810766721044,0.26196164598502947,2.2678449628030166,150.3076,7570.740100000001,0.17500336329439248,1.157349105561165,0.6836935166994106,Very Cold,Extremely Wet,Very Cold-Extremely Wet,8,30,6,0,5,1,31,0
2001,USA,Northeast,Cotton,12.79,528.57,7.79,4.58,2,11.01,0.5199000000000001,68.55,87.09,Drought-resistant Crops,737.27,2.1736147116970854,6.272065356492644,6.604309611350878,2.0392006895719277,0.35809225957779517,0.16994641999195353,3.038399388728122,163.58409999999998,7584.668100000001,0.6774736734544056,2.1070891613647986,0.3290308466418727,Very Cold,Dry,Very Cold-Dry,9,11,3,1,5,0,30,0
2001,USA,South,Sugarcane,-4.56,483.62,23.1,0.855,2,49.33,19.52,21.12,66.1,Drought-resistant Crops,217.54,3.1822118404966093,6.18336507868226,5.386969064142599,-0.6280207813814291,-0.1759259259259259,-0.654776098867615,1.692837980045326,23.619600000000002,4369.209999999999,-0.36376892172764963,0.26868104414650484,0.33849607182940517,Very Cold,Very Dry,Very Cold-Very Dry,9,24,7,1,5,3,33,0
2002,Canada,Quebec,Rice,22.17,2897.85,17.45,2.61,0,68.59,23.54,6.82,43.55,Crop Rotation,1262.85,2.915064370486536,7.972069385603,7.14191789677878,2.7809592375145997,0.11772665764546683,0.13148689086542786,2.4500034953213623,491.5089000000001,1896.6024999999997,0.04062551810668835,0.895349010617004,0.0,Moderate,Extremely Wet,Moderate-Extremely Wet,3,21,5,0,4,1,25,0
2018,Russia,Northwestern,Fruits,23.21,2446.01,9.55,1.71,10,91.04,5.26,76.3,34.31,Crop Rotation,447.5,2.3561258599220753,7.802622150071019,6.105908681498851,2.974641031385679,0.07367514002585092,0.10151339336157153,2.591503614200301,538.7041,1177.1761000000001,0.030120539174349623,0.725767680363457,1.7461538461538462,Warm,Extremely Wet,Warm-Extremely Wet,8,13,4,0,7,1,43,0
2022,Argentina,Pampas,Cotton,27.24,2034.88,1.04,3.07,5,72.2,27.2,34.69,63.07,No Adaptation,342.85,0.712949807856125,7.61868343683717,5.840205515765845,3.575420901240182,0.11270190895741557,0.026172900435246883,8.191608233022222,742.0175999999999,3977.8249,0.05538503939171625,4.306053478339015,0.8440090429540316,Very Hot,Extremely Wet,Very Hot-Extremely Wet,0,16,3,2,6,1,37,0
2005,Argentina,Northwest,Rice,9.22,2139.11,14.56,1.9,6,69.47,8.21,78.73,30.68,Drought-resistant Crops,615.82,2.7447035187502458,7.668612508564025,6.424577247144958,1.2023035444421586,0.20607375271149672,0.29769018641542794,2.3407181151829035,85.00840000000001,941.2624,0.0963362111866602,0.69224234494556,0.9769281476598549,Very Cold,Extremely Wet,Very Cold-Extremely Wet,0,12,5,1,5,1,31,0
2013,Brazil,North,Barley,16.25,1165.27,20.42,3.807,9,97.58,5.95,65.35,43.92,Water Management,1374.68,3.064325065019603,7.061565900996291,7.226703433307916,2.3011893152066096,0.23427692307692308,0.18857385015505249,2.3583344716927694,264.0625,1928.9664000000002,0.20104947615310018,1.2423616683028522,1.494296577946768,Cold,Wet,Cold-Wet,2,8,0,4,0,5,5,0
1991,Argentina,Pampas,Rice,6.42,581.08,20.55,2.394,0,23.79,25.78,87.2,43.56,Organic Farming,701.13,3.070375816549757,6.366607895329757,6.554118572066336,1.008386271865338,0.3728971962616823,0.4782516848208344,2.1346307304593517,41.2164,1897.4736000000003,0.6417312526015045,0.7797091115348173,0.0,Very Cold,Dry,Very Cold-Dry,0,16,5,3,5,0,30,0
2018,Canada,British Columbia,Fruits,13.52,2697.58,18.65,2.862,0,53.68,2.24,13.35,54.19,Crop Rotation,1204.9,2.9780773383152703,7.900480987718946,7.094981455109547,1.711288214099423,0.2116863905325444,0.2202719924789401,2.382403359317476,182.79039999999998,2936.5561,0.07847270165575976,0.9610227253597999,0.0,Very Cold,Extremely Wet,Very Cold-Extremely Wet,3,0,4,0,5,1,31,0
1995,Nigeria,South East,Wheat,15.48,2012.52,6.72,3.62,0,45.35,17.44,27.4,50.53,No Adaptation,1708.28,2.0438143640366846,7.6076397131947475,7.443827508197577,2.0347966759192566,0.23385012919896642,0.13202935168195637,3.642125057529915,239.6304,2553.2809,0.11619766720279372,1.7711980421011584,0.0,Cold,Extremely Wet,Cold-Extremely Wet,7,25,9,2,0,1,1,0
2014,Nigeria,North West,Sugarcane,11.5,535.11,29.73,1.449,2,41.03,45.48,45.59,60.17,Drought-resistant Crops,199.48,3.425239376142393,6.284339363895859,5.300714491147758,1.829945732413596,0.126,0.298523390781314,1.5440387893090541,132.25,3620.4289000000003,0.23546560520266863,0.4220774783182817,0.3225412339645693,Very Cold,Dry,Very Cold-Dry,7,10,7,1,5,0,30,0
1994,Russia,Siberian,Fruits,22.5,1771.43,18.93,1.116,6,32.91,10.2,30.39,34.68,Drought-resistant Crops,240.4,2.9922261342247034,7.480106765383848,5.486455308663431,3.0079784561531446,0.049600000000000005,0.13298782818776458,1.8335697445824868,506.25,1202.7024,0.02799997741937305,0.3729664637426074,1.0357894736842104,Moderate,Extremely Wet,Moderate-Extremely Wet,8,23,4,1,4,1,25,0
2023,China,South,Corn,16.45,1262.2,6.73,4.48,0,14.26,41.22,26.16,55.67,Water Management,1077.8,2.0451088625993306,7.141403462941432,6.983604591265575,2.303468790884488,0.27234042553191495,0.12432272720968575,3.4147837892548285,270.60249999999996,3099.1489,0.21576645977809772,2.190592433454093,0.0,Cold,Wet,Cold-Wet,4,24,2,4,0,5,5,0
1993,Brazil,Southeast,Coffee,11.87,2264.86,15.56,2.574,2,40.68,37.06,68.58,41.55,Organic Farming,944.92,2.8069901489571136,7.725709656801994,6.852157998879727,1.5364284353540547,0.216849199663016,0.23647768735948727,2.441105110905189,140.8969,1726.4024999999997,0.09574507901725315,0.9169964493663517,0.3476190476190476,Very Cold,Extremely Wet,Very Cold-Extremely Wet,2,27,1,3,5,1,31,0
1998,Canada,Prairies,Coffee,7.94,2948.66,12.13,0.91,3,90.84,39.27,92.86,68.91,Organic Farming,326.17,2.574899688314705,7.989445188454297,5.790479913483513,0.9938111862228242,0.11460957178841309,0.32429467107238097,2.2488176684169914,63.043600000000005,4748.5881,0.038868357758579525,0.3534118257614933,0.48023715415019763,Very Cold,Extremely Wet,Very Cold-Extremely Wet,3,18,1,3,5,1,31,0
2010,Russia,Central,Soybeans,8.74,1497.58,2.23,2.48,8,78.75,2.12,65.03,86.67,Organic Farming,845.49,1.172482137234565,7.312273272051751,6.741098388154327,1.1952507345978391,0.2837528604118993,0.134151274283131,5.74942523564068,76.3876,7511.6889,0.1894742587453754,2.1151708168871273,1.3140641522735284,Very Cold,Very Wet,Very Cold-Very Wet,8,1,6,3,5,4,34,0
2004,Australia,Western Australia,Corn,14.12,575.05,21.78,4.428,10,66.35,32.31,76.84,83.46,Water Management,1801.86,3.1258829580190364,6.356194462484062,7.497129571824689,2.2214550047736847,0.31359773371104815,0.2213798128908666,2.3984038022254808,199.37439999999998,6965.571599999999,0.5453399421112046,1.4165597559053054,1.621223286661754,Very Cold,Dry,Very Cold-Dry,1,33,2,4,5,0,30,0
1993,France,Ile-de-France,Sugarcane,21.9,2189.87,10.81,2.47,6,47.17,12.98,78.95,70.76,Crop Rotation,541.77,2.468946630209271,7.692054004197548,6.296685657457647,2.8470938956030714,0.1127853881278539,0.11273728905065164,2.550353085973321,479.60999999999996,5006.977600000001,0.051503234496958226,1.00042664745274,1.0,Moderate,Extremely Wet,Moderate-Extremely Wet,5,4,7,0,4,1,25,0
2024,Australia,New South Wales,Soybeans,7.18,1445.99,21.67,0.648,5,35.96,25.24,81.33,94.2,Drought-resistant Crops,279.91,3.1210424645194377,7.277240815757569,5.638034333334139,0.9866376806512969,0.09025069637883008,0.43468558001663476,1.8064587064829492,51.5524,8873.640000000001,0.06241446785858138,0.20762293604351065,0.8571428571428572,Very Cold,Very Wet,Very Cold-Very Wet,1,7,6,1,5,4,34,0
